team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NJD,2021,NJD,NJD,Team Level,all,80,0.5,0.51,0.51,291512.0,2526.15,236.76,169.19,573.12,83.67,1412.57,1029.71,228.14,235.94,227.32,2509.0,996.0,1110.0,4615.0,239.0,166.0,44.0,622.0,98.0,1029.0,1351.0,2270.0,3266.0,253.0,566.0,2161.0,1524.0,629.0,802.0,2543.0,757.0,205.0,77.09,90.57,69.11,68.0,94.0,77.0,4570.28,3505.0,3477.05,442.0,36.83,38.34,38.34,235.25,234.15,227.83,2467.0,237.16,162.84,563.43,80.97,1357.88,1017.73,230.38,240.02,233.18,2469.0,951.0,1001.0,4421.0,291.0,156.0,48.0,614.0,110.0,933.0,1316.0,2178.0,3129.0,267.0,600.0,2464.0,1814.0,641.0,709.0,2518.0,685.0,217.0,75.55,83.04,78.57,107.0,91.0,93.0,4494.38,3420.0,3467.02,343.0,35.19,36.97,37.0,235.33,237.93,233.94
NJD,2021,NJD,NJD,Team Level,5on5,80,0.51,0.51,0.5,240557.0,2071.56,176.6,134.11,484.44,67.89,1149.77,856.19,171.83,175.78,171.0,2065.0,804.0,905.0,3774.0,176.0,140.0,36.0,531.0,78.0,828.0,1116.0,1889.0,2693.0,224.0,510.0,1690.0,1416.0,528.0,674.0,2115.0,615.0,139.0,64.13,73.34,39.14,59.0,73.0,44.0,3729.27,2869.0,2841.05,392.0,27.6,30.94,30.97,173.23,172.13,169.3,2036.76,169.24,130.13,484.14,66.86,1129.03,848.61,165.03,172.1,167.84,2038.0,790.0,853.0,3681.0,206.0,125.0,34.0,547.0,84.0,769.0,1097.0,1832.0,2622.0,245.0,554.0,1999.0,1680.0,546.0,581.0,2151.0,539.0,138.0,65.17,65.01,39.06,86.0,70.0,50.0,3754.38,2828.0,2875.02,308.0,26.76,26.71,26.74,169.26,171.85,169.79
NJD,2021,NJD,NJD,Team Level,4on5,80,0.13,0.17,0.17,19335.0,51.14,4.9,2.63,7.41,1.69,17.61,37.75,4.87,4.9,4.87,60.0,12.0,15.0,87.0,5.0,1.0,0.0,4.0,0.0,10.0,52.0,55.0,67.0,9.0,18.0,161.0,47.0,63.0,33.0,52.0,15.0,5.0,1.34,2.1,1.46,1.0,3.0,1.0,87.0,72.0,72.0,31.0,0.61,0.04,0.0,5.51,5.51,5.47,250.7,31.88,21.82,50.62,8.2,153.71,81.77,30.65,31.88,30.65,248.0,100.0,81.0,429.0,37.0,22.0,8.0,45.0,12.0,112.0,120.0,211.0,311.0,12.0,24.0,167.0,21.0,21.0,80.0,238.0,77.0,33.0,5.92,9.22,16.74,9.0,7.0,21.0,429.0,348.0,348.0,9.0,5.51,6.56,6.56,30.83,30.83,29.93
NJD,2021,NJD,NJD,Team Level,5on4,80,0.79,0.84,0.81,21350.0,266.65,28.68,23.33,55.97,9.53,170.86,86.65,27.2,28.68,27.2,254.0,121.0,135.0,510.0,35.0,19.0,6.0,58.0,15.0,137.0,111.0,219.0,340.0,17.0,32.0,210.0,34.0,13.0,71.0,271.0,76.0,28.0,7.26,8.96,12.45,2.0,15.0,18.0,510.0,375.0,375.0,9.0,6.02,5.29,5.29,29.4,29.4,28.26,66.26,7.62,3.42,9.4,2.2,20.43,44.93,7.41,7.62,7.41,71.0,17.0,10.0,98.0,14.0,3.0,2.0,7.0,2.0,12.0,50.0,57.0,74.0,5.0,10.0,164.0,81.0,50.0,28.0,53.0,27.0,8.0,1.58,3.35,2.69,3.0,8.0,3.0,98.0,88.0,88.0,22.0,0.77,1.12,1.12,7.27,7.27,7.16
PIT,2021,PIT,PIT,Team Level,other,81,0.5,0.49,0.5,10177.0,155.76,36.85,10.47,26.73,5.12,79.34,55.49,35.89,36.85,35.89,167.0,47.0,51.0,265.0,43.0,8.0,4.0,28.0,7.0,47.0,81.0,124.0,171.0,8.0,18.0,130.0,33.0,28.0,43.0,117.0,51.0,46.0,5.34,6.0,25.52,7.0,5.0,31.0,265.0,214.0,214.0,18.0,2.99,1.81,1.81,38.04,38.04,37.21,158.98,36.46,11.24,26.55,4.82,80.3,55.63,35.36,36.46,35.36,156.0,59.0,62.0,277.0,32.0,7.0,3.0,29.0,8.0,68.0,71.0,124.0,183.0,9.0,18.0,117.0,37.0,23.0,30.0,105.0,62.0,48.0,4.19,7.68,24.6,4.0,6.0,22.0,277.0,215.0,215.0,11.0,3.29,2.33,2.33,37.43,37.43,36.6
PIT,2021,PIT,PIT,Team Level,all,81,0.53,0.52,0.53,295958.0,2710.58,268.98,191.57,608.26,87.23,1497.83,1091.13,256.04,271.77,258.67,2800.0,945.0,1083.0,4828.0,264.0,227.0,39.0,571.0,87.0,1197.0,1400.0,2536.0,3481.0,242.0,532.0,2322.0,1992.0,637.0,661.0,2721.0,772.0,252.0,82.4,93.74,92.84,77.0,108.0,79.0,4889.36,3745.0,3785.47,316.0,42.11,50.22,51.12,259.98,262.49,256.15,2455.3,235.47,166.55,560.29,80.79,1336.85,999.04,226.51,235.19,226.27,2541.0,838.0,1074.0,4453.0,219.0,206.0,31.0,563.0,84.0,1024.0,1283.0,2322.0,3160.0,279.0,608.0,2236.0,2171.0,608.0,602.0,2495.0,643.0,241.0,70.75,78.24,86.49,69.0,77.0,73.0,4434.37,3379.0,3367.68,311.0,36.66,44.77,44.77,227.36,227.22,222.53
PIT,2021,PIT,PIT,Team Level,5on5,81,0.53,0.52,0.53,244416.0,2151.12,180.61,144.63,502.79,68.72,1190.52,889.74,174.06,183.4,176.69,2214.0,763.0,869.0,3846.0,175.0,163.0,29.0,472.0,63.0,972.0,1133.0,2039.0,2802.0,212.0,472.0,1806.0,1845.0,541.0,511.0,2251.0,581.0,145.0,68.25,71.13,41.23,62.0,83.0,30.0,3907.36,2977.0,3017.47,258.0,29.85,35.11,35.11,175.35,177.85,174.68,1935.76,157.43,126.59,462.59,64.22,1056.21,795.96,152.8,157.16,152.58,2024.0,639.0,884.0,3547.0,153.0,167.0,20.0,477.0,63.0,784.0,1019.0,1871.0,2510.0,245.0,536.0,1763.0,2042.0,515.0,498.0,2021.0,502.0,140.0,57.48,61.07,38.9,59.0,63.0,31.0,3528.37,2663.0,2651.68,277.0,26.11,31.84,31.84,151.71,151.57,149.49
PIT,2021,PIT,PIT,Team Level,4on5,81,0.12,0.13,0.15,19476.0,51.35,4.44,2.7,7.05,1.61,17.13,38.06,4.35,4.44,4.35,61.0,10.0,8.0,79.0,3.0,1.0,0.0,6.0,6.0,10.0,45.0,58.0,68.0,5.0,10.0,150.0,78.0,44.0,34.0,52.0,13.0,6.0,1.28,1.6,1.56,1.0,1.0,1.0,79.0,71.0,71.0,33.0,0.63,0.22,0.22,4.85,4.85,4.77,282.66,33.42,24.87,60.89,9.53,177.08,94.2,30.28,33.42,30.28,278.0,122.0,119.0,519.0,27.0,31.0,8.0,48.0,12.0,154.0,128.0,251.0,373.0,14.0,30.0,185.0,17.0,17.0,53.0,303.0,54.0,43.0,6.94,6.13,20.36,3.0,6.0,18.0,519.0,400.0,400.0,4.0,6.35,10.35,10.35,29.42,29.42,27.71
PIT,2021,PIT,PIT,Team Level,5on4,81,0.85,0.85,0.83,21889.0,352.36,47.08,33.77,71.69,11.79,210.84,107.84,41.74,47.08,41.74,358.0,125.0,155.0,638.0,43.0,55.0,6.0,65.0,11.0,168.0,141.0,315.0,440.0,17.0,32.0,236.0,36.0,24.0,73.0,301.0,127.0,55.0,7.53,15.01,24.54,7.0,19.0,17.0,638.0,483.0,483.0,7.0,8.63,13.07,13.97,41.74,41.74,39.48,77.9,8.14,3.85,10.28,2.22,23.26,53.25,8.06,8.14,8.06,83.0,18.0,9.0,110.0,7.0,1.0,0.0,9.0,1.0,18.0,65.0,76.0,94.0,11.0,24.0,171.0,75.0,53.0,21.0,66.0,25.0,10.0,2.15,3.35,2.64,3.0,2.0,2.0,110.0,101.0,101.0,19.0,0.91,0.24,0.24,8.81,8.81,8.73
TBL,2021,TBL,TBL,Team Level,other,80,0.52,0.51,0.52,10770.0,159.51,36.34,11.54,25.52,4.92,82.36,51.32,34.67,36.34,34.67,151.0,61.0,49.0,261.0,38.0,9.0,6.0,18.0,8.0,73.0,66.0,113.0,174.0,9.0,18.0,140.0,38.0,36.0,15.0,104.0,55.0,53.0,4.56,6.83,24.95,8.0,9.0,21.0,261.0,212.0,212.0,8.0,3.32,4.63,4.63,35.03,35.03,33.74,139.97,33.0,10.2,23.5,4.69,72.18,48.44,31.64,33.0,31.64,134.0,58.0,63.0,255.0,29.0,6.0,1.0,23.0,7.0,61.0,66.0,105.0,163.0,14.0,28.0,125.0,35.0,30.0,15.0,95.0,51.0,46.0,3.87,6.84,22.29,4.0,6.0,19.0,255.0,192.0,192.0,9.0,2.98,1.97,2.34,33.64,33.64,32.44
TBL,2021,TBL,TBL,Team Level,all,80,0.52,0.51,0.52,292086.0,2526.51,261.64,184.8,543.52,80.91,1404.28,1000.85,252.46,264.31,254.97,2474.0,1002.0,974.0,4450.0,277.0,162.0,34.0,581.0,101.0,1111.0,1244.0,2197.0,3199.0,329.0,757.0,2290.0,2091.0,562.0,464.0,2405.0,827.0,244.0,75.65,100.52,85.47,89.0,101.0,87.0,4509.92,3476.0,3512.77,264.0,41.08,38.17,38.2,264.52,266.56,260.69,2363.4,244.67,167.45,514.73,75.61,1311.37,951.18,235.58,244.56,235.5,2369.0,896.0,1023.0,4288.0,219.0,152.0,40.0,533.0,93.0,962.0,1306.0,2150.0,3046.0,332.0,783.0,2266.0,2045.0,562.0,461.0,2321.0,707.0,237.0,71.56,86.73,86.38,62.0,74.0,83.0,4262.26,3265.0,3252.54,278.0,37.13,36.02,36.39,245.42,245.29,239.42
TBL,2021,TBL,TBL,Team Level,5on5,80,0.52,0.51,0.51,233687.0,1935.71,172.37,135.25,436.29,61.78,1077.93,790.39,167.12,175.02,169.64,1886.0,788.0,794.0,3468.0,179.0,116.0,19.0,482.0,74.0,862.0,961.0,1707.0,2495.0,291.0,678.0,1712.0,1937.0,436.0,378.0,1924.0,621.0,129.0,60.75,75.48,36.13,70.0,79.0,30.0,3527.92,2674.0,2710.77,225.0,28.06,26.59,26.62,173.8,175.84,173.13,1829.78,157.99,124.36,418.38,58.43,1020.38,754.46,153.65,157.88,153.56,1840.0,694.0,791.0,3325.0,143.0,120.0,31.0,434.0,73.0,734.0,1030.0,1697.0,2391.0,292.0,702.0,1725.0,1897.0,438.0,377.0,1876.0,539.0,119.0,58.1,65.62,34.28,51.0,57.0,35.0,3299.26,2534.0,2521.54,243.0,25.72,26.88,26.88,156.83,156.7,154.38
TBL,2021,TBL,TBL,Team Level,4on5,80,0.14,0.13,0.15,23540.0,58.36,7.57,3.45,7.88,1.87,18.2,38.04,7.42,7.57,7.42,64.0,13.0,14.0,91.0,7.0,3.0,1.0,5.0,1.0,13.0,48.0,57.0,70.0,14.0,31.0,197.0,77.0,72.0,25.0,42.0,22.0,13.0,1.1,2.87,3.6,1.0,1.0,5.0,91.0,77.0,77.0,24.0,0.78,0.85,0.85,7.5,7.5,7.47,325.4,46.58,29.24,64.26,10.6,198.02,100.3,43.21,46.58,43.21,327.0,122.0,155.0,604.0,43.0,25.0,8.0,69.0,12.0,161.0,139.0,284.0,406.0,19.0,39.0,231.0,38.0,26.0,49.0,288.0,97.0,64.0,7.26,11.66,27.67,7.0,8.0,28.0,604.0,449.0,449.0,7.0,7.6,7.12,7.12,47.07,47.07,44.73
TBL,2021,TBL,TBL,Team Level,5on4,80,0.86,0.86,0.85,24089.0,372.93,45.36,34.56,73.84,12.35,225.79,121.1,43.24,45.36,43.24,373.0,140.0,117.0,630.0,53.0,34.0,8.0,76.0,18.0,163.0,169.0,320.0,460.0,15.0,30.0,241.0,39.0,18.0,46.0,335.0,129.0,49.0,9.22,15.34,20.79,10.0,12.0,31.0,630.0,513.0,513.0,7.0,8.92,6.1,6.1,48.18,48.18,46.34,68.25,7.1,3.65,8.6,1.89,20.77,47.99,7.08,7.1,7.08,68.0,22.0,14.0,104.0,4.0,1.0,0.0,7.0,1.0,6.0,71.0,64.0,86.0,7.0,14.0,185.0,75.0,68.0,20.0,62.0,20.0,8.0,2.34,2.61,2.14,0.0,3.0,1.0,104.0,90.0,90.0,19.0,0.84,0.05,0.05,7.88,7.88,7.86
CBJ,2021,CBJ,CBJ,Team Level,other,80,0.54,0.5,0.5,9942.0,133.24,34.22,9.0,21.66,4.22,66.18,46.74,32.1,34.22,32.1,119.0,63.0,54.0,236.0,36.0,10.0,2.0,22.0,6.0,54.0,54.0,83.0,146.0,5.0,10.0,112.0,30.0,23.0,20.0,74.0,65.0,43.0,2.93,7.73,23.57,8.0,7.0,21.0,236.0,182.0,182.0,8.0,2.62,3.11,3.11,33.73,33.73,31.65,132.66,29.41,9.17,23.13,4.26,72.68,45.35,27.51,29.41,27.51,133.0,51.0,51.0,235.0,33.0,7.0,3.0,21.0,7.0,58.0,58.0,100.0,151.0,6.0,12.0,129.0,25.0,20.0,19.0,97.0,52.0,35.0,3.69,6.14,19.58,6.0,6.0,21.0,235.0,184.0,184.0,8.0,2.67,3.35,3.35,28.73,28.73,27.61
CBJ,2021,CBJ,CBJ,Team Level,all,80,0.45,0.48,0.47,291115.0,2408.69,231.82,163.83,539.85,77.92,1327.88,998.7,223.3,232.17,223.68,2392.0,948.0,1085.0,4425.0,250.0,170.0,41.0,578.0,92.0,976.0,1274.0,2142.0,3090.0,271.0,569.0,2200.0,1613.0,571.0,588.0,2458.0,674.0,208.0,73.56,81.34,76.93,85.0,81.0,84.0,4414.17,3340.0,3341.45,317.0,35.91,38.55,38.55,229.18,229.4,223.55,2712.96,280.9,191.74,598.1,86.86,1497.75,1082.71,268.19,283.33,270.54,2812.0,927.0,1053.0,4792.0,290.0,202.0,31.0,628.0,76.0,1132.0,1411.0,2522.0,3449.0,255.0,543.0,2337.0,1404.0,568.0,595.0,2640.0,841.0,258.0,81.92,103.64,95.34,95.0,113.0,82.0,4861.59,3739.0,3777.61,296.0,41.99,48.45,48.45,274.37,276.7,269.35
CBJ,2021,CBJ,CBJ,Team Level,5on5,80,0.45,0.48,0.47,238826.0,1908.43,158.68,125.76,445.65,61.87,1058.48,799.56,153.87,159.03,154.25,1899.0,751.0,885.0,3535.0,173.0,134.0,35.0,487.0,75.0,755.0,1026.0,1726.0,2477.0,247.0,521.0,1733.0,1502.0,483.0,516.0,2012.0,512.0,126.0,60.32,61.73,36.62,70.0,61.0,42.0,3524.17,2650.0,2651.45,300.0,25.9,30.18,30.18,154.41,154.61,152.38,2194.38,194.68,150.66,501.89,70.01,1217.34,895.48,187.82,197.11,190.16,2291.0,740.0,850.0,3881.0,209.0,157.0,22.0,537.0,56.0,926.0,1146.0,2082.0,2822.0,229.0,483.0,1798.0,1297.0,464.0,505.0,2205.0,679.0,147.0,69.6,83.72,41.36,85.0,93.0,31.0,3950.59,3031.0,3069.61,262.0,31.06,35.09,35.29,190.38,192.71,189.4
CBJ,2021,CBJ,CBJ,Team Level,4on5,80,0.13,0.18,0.2,21226.0,79.9,7.46,4.01,11.18,2.49,25.06,57.8,7.26,7.46,7.26,87.0,21.0,15.0,123.0,7.0,1.0,0.0,13.0,2.0,15.0,70.0,80.0,101.0,12.0,24.0,173.0,67.0,51.0,8.0,79.0,21.0,8.0,2.59,2.6,2.26,1.0,3.0,3.0,123.0,108.0,108.0,7.0,0.93,0.3,0.3,8.1,8.1,7.92,317.54,49.07,28.31,64.3,10.64,187.37,95.31,45.33,49.07,45.33,320.0,115.0,139.0,574.0,43.0,35.0,6.0,67.0,13.0,138.0,139.0,277.0,392.0,15.0,30.0,228.0,23.0,18.0,46.0,282.0,87.0,66.0,6.83,10.76,31.47,4.0,12.0,27.0,574.0,435.0,435.0,4.0,7.45,9.35,9.15,47.36,47.36,44.46
CBJ,2021,CBJ,CBJ,Team Level,5on4,80,0.8,0.84,0.82,21121.0,287.11,31.46,25.06,61.37,9.35,178.16,94.6,30.07,31.46,30.07,287.0,113.0,131.0,531.0,34.0,25.0,4.0,56.0,9.0,152.0,124.0,253.0,366.0,7.0,14.0,182.0,14.0,14.0,44.0,293.0,76.0,31.0,7.72,9.27,14.47,6.0,10.0,18.0,531.0,400.0,400.0,2.0,6.46,4.96,4.96,32.96,32.96,31.6,68.39,7.74,3.6,8.77,1.94,20.37,46.58,7.52,7.74,7.52,68.0,21.0,13.0,102.0,5.0,3.0,0.0,3.0,0.0,10.0,68.0,63.0,84.0,5.0,18.0,182.0,59.0,66.0,25.0,56.0,23.0,10.0,1.8,3.01,2.92,0.0,2.0,3.0,102.0,89.0,89.0,22.0,0.82,0.66,0.66,7.89,7.89,7.87
OTT,2021,OTT,OTT,Team Level,other,80,0.44,0.47,0.46,10673.0,129.96,27.04,9.65,22.61,4.25,67.24,43.22,25.65,27.04,25.65,129.0,45.0,60.0,234.0,25.0,9.0,1.0,21.0,6.0,60.0,53.0,104.0,149.0,6.0,14.0,117.0,38.0,20.0,29.0,82.0,55.0,37.0,2.88,7.32,16.85,5.0,4.0,16.0,234.0,174.0,174.0,12.0,2.75,2.43,2.8,26.99,26.99,25.73,152.56,33.87,11.13,26.74,4.99,79.45,51.83,32.63,33.87,32.63,141.0,67.0,54.0,262.0,36.0,15.0,1.0,20.0,10.0,59.0,68.0,105.0,172.0,14.0,28.0,126.0,39.0,21.0,29.0,100.0,64.0,44.0,4.32,7.57,21.97,6.0,12.0,18.0,262.0,208.0,208.0,13.0,3.15,3.51,3.81,33.21,33.21,32.2
OTT,2021,OTT,OTT,Team Level,all,80,0.48,0.48,0.48,290822.0,2419.36,242.06,172.48,537.96,78.55,1334.25,964.7,232.96,242.82,233.69,2402.0,928.0,1056.0,4386.0,220.0,183.0,26.0,538.0,85.0,1071.0,1233.0,2182.0,3110.0,306.0,711.0,2169.0,2372.0,536.0,793.0,2343.0,744.0,243.0,69.64,91.27,81.16,60.0,86.0,74.0,4392.27,3330.0,3334.58,483.0,37.98,37.44,37.86,242.17,242.59,237.08,2631.53,263.07,188.54,579.84,84.02,1466.76,1052.79,253.68,264.69,255.24,2676.0,959.0,1176.0,4811.0,258.0,203.0,39.0,592.0,91.0,1204.0,1287.0,2418.0,3377.0,299.0,696.0,2354.0,2014.0,512.0,771.0,2558.0,827.0,250.0,77.5,98.78,86.79,68.0,106.0,84.0,4835.96,3635.0,3655.72,454.0,41.72,43.44,43.74,261.04,262.54,256.22
OTT,2021,OTT,OTT,Team Level,5on5,80,0.47,0.48,0.48,235502.0,1885.34,160.29,126.95,441.99,61.66,1050.81,771.31,156.18,161.04,156.91,1871.0,742.0,857.0,3470.0,145.0,138.0,18.0,444.0,67.0,816.0,1003.0,1726.0,2468.0,272.0,635.0,1680.0,2247.0,430.0,634.0,1942.0,528.0,143.0,58.33,64.26,37.7,49.0,65.0,31.0,3476.27,2613.0,2617.58,424.0,26.22,25.52,25.8,160.7,161.11,159.09,2032.74,179.4,138.81,464.04,64.45,1132.91,838.41,174.09,181.01,175.65,2061.0,757.0,960.0,3778.0,171.0,142.0,30.0,473.0,67.0,944.0,1021.0,1890.0,2647.0,254.0,604.0,1776.0,1857.0,405.0,642.0,2033.0,640.0,145.0,61.96,76.94,40.5,56.0,76.0,39.0,3802.96,2818.0,2838.72,407.0,28.76,30.74,30.98,177.18,178.67,175.45
OTT,2021,OTT,OTT,Team Level,4on5,80,0.17,0.14,0.15,23078.0,72.74,9.03,4.06,8.95,2.05,22.04,48.87,8.77,9.03,8.77,74.0,21.0,17.0,112.0,8.0,4.0,0.0,4.0,2.0,15.0,62.0,66.0,87.0,13.0,26.0,173.0,56.0,66.0,45.0,53.0,30.0,12.0,1.65,3.67,3.71,2.0,3.0,3.0,112.0,95.0,95.0,41.0,0.93,1.16,1.16,8.8,8.8,8.75,391.45,44.26,35.75,81.59,12.92,237.34,124.15,41.5,44.26,41.5,413.0,123.0,143.0,679.0,47.0,44.0,8.0,90.0,12.0,182.0,161.0,366.0,489.0,18.0,32.0,263.0,35.0,24.0,71.0,374.0,108.0,54.0,9.53,12.29,22.45,4.0,16.0,27.0,679.0,536.0,536.0,6.0,9.16,8.78,8.54,44.88,44.88,42.85
OTT,2021,OTT,OTT,Team Level,5on4,80,0.89,0.86,0.86,21569.0,331.33,45.7,31.83,64.42,10.6,194.14,101.3,42.35,45.7,42.35,328.0,120.0,122.0,570.0,42.0,32.0,7.0,69.0,10.0,180.0,115.0,286.0,406.0,15.0,36.0,199.0,31.0,20.0,85.0,266.0,131.0,51.0,6.78,16.02,22.9,4.0,14.0,24.0,570.0,448.0,448.0,6.0,8.08,8.33,8.1,45.68,45.68,43.5,54.78,5.54,2.86,7.49,1.65,17.06,38.4,5.47,5.54,5.47,61.0,12.0,19.0,92.0,4.0,2.0,0.0,9.0,2.0,19.0,37.0,57.0,69.0,13.0,32.0,189.0,83.0,62.0,29.0,51.0,15.0,7.0,1.69,1.97,1.87,2.0,2.0,0.0,92.0,73.0,73.0,28.0,0.65,0.42,0.42,5.78,5.78,5.73
ANA,2021,ANA,ANA,Team Level,other,81,0.38,0.42,0.42,9487.0,117.64,21.95,7.65,21.57,3.99,63.38,46.46,21.52,21.95,21.52,120.0,45.0,49.0,214.0,23.0,6.0,1.0,18.0,5.0,49.0,64.0,97.0,142.0,10.0,20.0,113.0,29.0,13.0,23.0,100.0,39.0,26.0,3.84,4.66,13.44,6.0,5.0,12.0,214.0,165.0,165.0,9.0,2.15,2.06,2.06,22.04,22.04,21.85,167.08,36.34,11.05,28.35,5.18,85.71,63.36,33.14,36.34,33.14,172.0,58.0,62.0,292.0,38.0,6.0,2.0,22.0,4.0,73.0,87.0,134.0,192.0,4.0,6.0,126.0,28.0,32.0,21.0,130.0,57.0,43.0,5.37,6.73,24.24,8.0,11.0,19.0,292.0,230.0,230.0,8.0,3.07,1.89,1.89,37.52,37.52,34.43
ANA,2021,ANA,ANA,Team Level,all,81,0.47,0.47,0.47,296520.0,2360.38,214.21,159.04,541.65,78.06,1314.14,986.9,207.69,214.5,207.94,2374.0,920.0,1060.0,4354.0,226.0,173.0,37.0,506.0,82.0,993.0,1314.0,2148.0,3068.0,293.0,691.0,2160.0,1683.0,495.0,761.0,2492.0,601.0,201.0,72.17,73.06,68.98,74.0,78.0,74.0,4344.18,3294.0,3287.97,397.0,34.74,36.23,36.49,212.45,212.48,209.0,2658.3,245.46,184.56,605.23,88.79,1511.96,1105.01,236.01,247.28,237.76,2706.0,1035.0,1108.0,4849.0,262.0,196.0,22.0,626.0,84.0,1154.0,1419.0,2444.0,3479.0,285.0,688.0,2303.0,1687.0,517.0,820.0,2820.0,722.0,199.0,83.79,87.07,74.59,97.0,106.0,59.0,4892.78,3741.0,3773.12,399.0,40.42,38.79,38.79,247.09,248.69,241.64
ANA,2021,ANA,ANA,Team Level,5on5,81,0.48,0.48,0.48,244550.0,1918.6,153.62,125.05,455.27,63.58,1062.05,813.43,148.56,153.91,148.81,1920.0,753.0,840.0,3513.0,153.0,149.0,32.0,430.0,59.0,788.0,1094.0,1767.0,2520.0,264.0,627.0,1645.0,1579.0,424.0,654.0,2054.0,489.0,130.0,59.04,59.52,35.06,59.0,59.0,35.0,3503.18,2673.0,2666.97,356.0,25.79,30.13,30.39,149.03,149.06,146.79,2063.26,164.45,138.35,491.76,69.42,1176.24,874.79,159.79,166.27,161.54,2086.0,829.0,922.0,3837.0,185.0,159.0,15.0,507.0,68.0,879.0,1117.0,1901.0,2730.0,261.0,636.0,1806.0,1567.0,426.0,704.0,2262.0,535.0,118.0,67.07,64.66,32.71,84.0,79.0,22.0,3880.78,2915.0,2947.12,354.0,28.45,31.22,31.45,161.45,163.05,160.7
ANA,2021,ANA,ANA,Team Level,4on5,81,0.11,0.11,0.12,21385.0,50.6,4.72,2.67,7.06,1.54,16.58,37.43,4.64,4.72,4.64,58.0,12.0,7.0,77.0,4.0,2.0,0.0,3.0,0.0,11.0,50.0,54.0,66.0,6.0,18.0,172.0,48.0,40.0,29.0,54.0,11.0,5.0,1.69,1.32,1.71,1.0,1.0,2.0,77.0,70.0,70.0,29.0,0.62,0.43,0.43,4.91,4.91,4.87,366.6,39.72,32.18,76.18,12.28,229.9,121.74,38.18,39.72,38.18,379.0,133.0,115.0,627.0,36.0,31.0,5.0,84.0,11.0,188.0,162.0,343.0,476.0,18.0,42.0,221.0,18.0,17.0,54.0,366.0,112.0,34.0,9.57,13.42,16.72,5.0,13.0,18.0,627.0,512.0,512.0,1.0,8.2,5.68,5.45,42.48,42.48,40.92
